iter	Passed	Remaining
1667	19185	3818
1668	19192	3806
1669	19198	3793
1670	19205	3781
1671	19213	3769
1672	19219	3756
1673	19226	3744
1674	19232	3731
1675	19241	3719
1676	19273	3712
1677	19283	3700
1678	19291	3688
1679	19303	3676
1680	19313	3665
1681	19322	3653
1682	19329	3640
1683	19336	3628
1684	19342	3616
1685	19349	3603
1686	19356	3591
1687	19375	3581
1688	19381	3568
1689	19388	3556
1690	19395	3544
1691	19403	3532
1692	19410	3519
1693	19417	3507
1694	19423	3495
1695	19430	3482
1696	19438	3470
1697	19457	3460
1698	19466	3448
1699	19475	3436
1700	19483	3424
1701	19491	3412
1702	19504	3401
1703	19512	3389
1704	19520	3377
1705	19526	3365
1706	19534	3353
1707	19554	3343
1708	19560	3330
1709	19567	3318
1710	19574	3306
1711	19581	3294
1712	19587	3281
1713	19594	3269
1714	19602	3257
1715	19608	3245
1716	19616	3233
1717	19625	3221
1718	19635	3209
1719	19643	3197
1720	19650	3185
1721	19660	3174
1722	19669	3162
1723	19679	3150
1724	19688	3138
1725	19699	3127
1726	19706	3115
1727	19724	3104
1728	19733	3092
1729	19739	3080
1730	19745	3068
1731	19752	3056
1732	19760	3044
1733	19766	3032
1734	19772	3020
1735	19779	3008
1736	19785	2995
1737	19794	2983
1738	19805	2972
1739	19813	2960
1740	19819	2948
1741	19826	2936
1742	19833	2924
1743	19839	2912
1744	19847	2900
1745	19854	2888
1746	19863	2876
1747	19872	2864
1748	19880	2853
1749	19898	2842
1750	19930	2834
1751	19942	2822
1752	19950	2811
1753	19960	2799
1754	19969	2787
1755	19975	2775
1756	19982	2763
1757	19990	2751
1758	19997	2739
1759	20015	2729
1760	20030	2718
1761	20037	2706
1762	20043	2694
1763	20054	2683
1764	20061	2671
1765	20072	2659
1766	20079	2647
1767	20090	2636
1768	20104	2625
1769	20112	2613
1770	20121	2601
1771	20129	2590
1772	20138	2578
1773	20145	2566
1774	20153	2554
1775	20160	2542
1776	20168	2531
1777	20175	2519
1778	20193	2508
1779	20208	2497
1780	20216	2485
1781	20222	2473
1782	20229	2462
1783	20235	2450
1784	20242	2438
1785	20249	2426
1786	20257	2414
1787	20264	2402
1788	20275	2391
1789	20295	2381
1790	20305	2369
1791	20314	2357
1792	20321	2346
1793	20330	2334
1794	20337	2322
1795	20343	2310
1796	20352	2299
1797	20359	2287
1798	20367	2275
1799	20381	2264
1800	20389	2252
1801	20396	2241
1802	20402	2229
1803	20409	2217
1804	20415	2205
1805	20422	2193
1806	20428	2181
1807	20435	2170
1808	20444	2158
1809	20451	2146
1810	20473	2136
1811	20487	2125
1812	20497	2114
1813	20506	2102
1814	20514	2091
1815	20523	2079
1816	20533	2068
1817	20540	2056
1818	20547	2044
1819	20561	2033
1820	20568	2021
1821	20575	2010
1822	20581	1998
1823	20588	1986
1824	20597	1975
1825	20604	1963
1826	20610	1951
1827	20616	1939
1828	20623	1928
1829	20632	1916
1830	20646	1905
1831	20652	1893
1832	20659	1882
1833	20666	1870
1834	20675	1859
1835	20681	1847
1836	20694	1836
1837	20704	1824
1838	20712	1813
1839	20720	1801
1840	20742	1791
1841	20748	1779
1842	20757	1768
1843	20764	1756
1844	20773	1745
1845	20779	1733
1846	20788	1722
1847	20795	1710
1848	20802	1698
1849	20813	1687
1850	20822	1676
1851	20829	1664
1852	20836	1652
1853	20843	1641
1854	20850	1629
1855	20857	1618
1856	20863	1606
1857	20871	1595
1858	20880	1583
1859	20911	1573
1860	20919	1562
1861	20927	1551
1862	20936	1539
1863	20944	1528
1864	20953	1516
1865	20959	1505
1866	20967	1493
1867	20973	1482
1868	20981	1470
1869	21001	1460
1870	21011	1448
1871	21017	1437
1872	21023	1425
1873	21030	1414
1874	21036	1402
1875	21042	1390
1876	21049	1379
1877	21055	1367
1878	21061	1356
1879	21067	1344
1880	21073	1333
1881	21100	1322
1882	21108	1311
1883	21116	1300
1884	21124	1288
1885	21133	1277
1886	21139	1265
1887	21229	1259
1888	21256	1249
1889	21263	1237
1890	21289	1227
1891	21295	1215
1892	21302	1204
1893	21309	1192
1894	21319	1181
1895	21328	1169
1896	21336	1158
1897	21344	1147
1898	21354	1135
1899	21371	1124
1900	21404	1114
1901	21412	1103
1902	21417	1091
1903	21424	1080
1904	21430	1068
1905	21436	1057
1906	21443	1045
1907	21449	1034
1908	21464	1023
1909	21474	1011
1910	21489	1000
1911	21509	989
1912	21524	978
1913	21532	967
1914	21541	956
1915	21565	945
1916	21578	934
1917	21586	922
1918	21602	911
1919	21619	900
1920	21627	889
1921	21634	877
1922	21641	866
1923	21647	855
1924	21654	843
1925	21660	832
1926	21666	820
1927	21673	809
1928	21679	797
1929	21690	786
1930	21696	775
1931	21705	763
1932	21713	752
1933	21721	741
1934	21730	729
1935	21738	718
1936	21747	707
1937	21755	695
1938	21764	684
1939	21772	673
1940	21781	662
1941	21792	650
1942	21799	639
1943	21805	628
1944	21811	616
1945	21820	605
1946	21826	594
1947	21833	582
1948	21839	571
1949	21846	560
1950	21852	548
1951	21871	537
1952	21877	526
1953	21883	515
1954	21889	503
1955	21896	492
1956	21902	481
1957	21908	469
1958	21917	458
1959	21923	447
1960	21932	436
1961	21940	424
1962	21959	413
1963	21967	402
1964	21977	391
1965	21984	380
1966	21990	368
1967	21998	357
1968	22004	346
1969	22013	335
1970	22019	323
1971	22025	312
1972	22039	301
1973	22047	290
1974	22053	279
1975	22060	267
1976	22065	256
1977	22071	245
1978	22077	234
1979	22083	223
1980	22088	211
1981	22094	200
1982	22118	189
1983	22125	178
1984	22133	167
1985	22141	156
1986	22148	144
1987	22157	133
1988	22163	122
1989	22189	111
1990	22198	100
1991	22260	89
1992	22268	78
1993	22294	67
1994	22300	55
1995	22305	44
1996	22313	33
1997	22319	22
1998	22329	11
1999	22337	0
