iter	Logloss
1506	0.0400442254
1507	0.03996079309
1508	0.03988583883
1509	0.03980955623
1510	0.03976087911
1511	0.03971097015
1512	0.03966822795
1513	0.03963225796
1514	0.03959436644
1515	0.03954584826
1516	0.03951372419
1517	0.0394502566
1518	0.0394093224
1519	0.03937252363
1520	0.03932531675
1521	0.03926298732
1522	0.03920414334
1523	0.03915382567
1524	0.03909707069
1525	0.03906261353
1526	0.03900772901
1527	0.03895116988
1528	0.03892005058
1529	0.03888719422
1530	0.03884637923
1531	0.03879491772
1532	0.03874509107
1533	0.03869451795
1534	0.03864678315
1535	0.03857309762
1536	0.03852957487
1537	0.03847705466
1538	0.03846213931
1539	0.03839705955
1540	0.03835361344
1541	0.03832501173
1542	0.03830839055
1543	0.03824766193
1544	0.03819937365
1545	0.03815405709
1546	0.03808272453
1547	0.03802465257
1548	0.0379731939
1549	0.03793632133
1550	0.03787794
1551	0.03783512399
1552	0.03779159841
1553	0.03775367283
1554	0.03769112201
1555	0.03764151959
1556	0.0376114675
1557	0.03757506325
1558	0.03751136008
1559	0.03748936029
1560	0.03744646481
1561	0.03737952596
1562	0.03732558659
1563	0.03727258955
1564	0.03724561703
1565	0.03720103559
1566	0.03714890707
1567	0.03711504596
1568	0.037053744
1569	0.03701780524
1570	0.0369834389
1571	0.03693296796
1572	0.03691152732
1573	0.03686179434
1574	0.03681980144
1575	0.03678212847
1576	0.03673488186
1577	0.03668557462
1578	0.03664819116
1579	0.0365950749
1580	0.03656272945
1581	0.03654801278
1582	0.03652375653
1583	0.0364500568
1584	0.03641294014
1585	0.03636554309
1586	0.03632984559
1587	0.03629843678
1588	0.03625304075
1589	0.03619963782
1590	0.03616281067
1591	0.03611046927
1592	0.03604497228
1593	0.03601848511
1594	0.03594581286
1595	0.03589892955
1596	0.03584797609
1597	0.03581702709
1598	0.03577699832
1599	0.03572345915
1600	0.03567542349
1601	0.03564652942
1602	0.03560119016
1603	0.03555432388
1604	0.0354931241
1605	0.03545057774
1606	0.03541072777
1607	0.03537517502
1608	0.03533426921
1609	0.03527455103
1610	0.03522852489
1611	0.03517979383
1612	0.03514559496
1613	0.03510544981
1614	0.03505949747
1615	0.03501915932
1616	0.03498113155
1617	0.03492798124
1618	0.03487025272
1619	0.03484291974
1620	0.03480889116
1621	0.03475965772
1622	0.03472795373
1623	0.03469311056
1624	0.03464982055
1625	0.03459219138
1626	0.03454075825
1627	0.03450981208
1628	0.03446558827
1629	0.03441315322
1630	0.03435331867
1631	0.03432671797
1632	0.03427313623
1633	0.03424315226
1634	0.034206362
1635	0.03418526763
1636	0.03412497895
1637	0.03407298383
1638	0.03401314645
1639	0.03397902704
1640	0.03394848392
1641	0.03389975287
1642	0.03389013665
1643	0.03383813586
1644	0.03379233678
1645	0.03375173183
1646	0.03371900604
1647	0.03368282602
1648	0.03364712851
1649	0.03360797678
1650	0.03356566316
1651	0.03351109368
1652	0.03346080439
1653	0.03343349695
1654	0.0333869145
1655	0.03335259074
1656	0.03331931432
1657	0.03328713917
1658	0.03324690035
1659	0.03321015267
1660	0.03315841584
1661	0.03313700926
1662	0.03311241525
1663	0.03306784516
1664	0.03301319622
1665	0.03297139349
1666	0.03294687612
1667	0.03291685524
1668	0.03288829894
1669	0.03286341258
1670	0.03283147585
1671	0.03279197216
1672	0.03275894551
1673	0.03271093539
1674	0.03267025948
1675	0.03264615082
1676	0.03258512417
1677	0.03255887542
1678	0.03253461066
1679	0.03251101573
1680	0.0324591455
1681	0.0324249892
1682	0.03239373934
1683	0.03236924467
1684	0.03232818274
1685	0.03230046091
1686	0.03226100831
1687	0.0322221177
1688	0.03218766054
1689	0.03216679039
1690	0.03214703855
1691	0.03211640176
1692	0.03209129118
1693	0.03205997036
1694	0.03201472192
1695	0.03198033571
1696	0.03194507531
1697	0.03191240345
1698	0.03187188648
1699	0.03183232035
1700	0.031799657
1701	0.03178736142
1702	0.03175650892
1703	0.0317211435
1704	0.0316917357
1705	0.03166002887
1706	0.03163976896
1707	0.03160401185
1708	0.03156506448
1709	0.03151595025
1710	0.03149237519
1711	0.03143301464
1712	0.03139606828
1713	0.03137556144
1714	0.03134342035
1715	0.03130280404
1716	0.03127056076
1717	0.03123581409
1718	0.03120735146
1719	0.03116363855
1720	0.03113946177
1721	0.03110722133
1722	0.03107267618
1723	0.03104122196
1724	0.03101566292
1725	0.03098238366
1726	0.03093851748
1727	0.03089779899
1728	0.03089037963
1729	0.03084997052
1730	0.03082147383
1731	0.0307630925
1732	0.03072762205
1733	0.03069477422
1734	0.03065113227
1735	0.0306274976
1736	0.03060964459
1737	0.03056505748
1738	0.03051870777
1739	0.03048482112
1740	0.03044564951
1741	0.03042662995
1742	0.03038246575
1743	0.03035477797
1744	0.03032326131
1745	0.03030486902
1746	0.03027967044
1747	0.03022422109
1748	0.03021590483
1749	0.03018596626
1750	0.03015680256
1751	0.03013441392
1752	0.03011029107
1753	0.03007931936
1754	0.0300524178
1755	0.03004923321
1756	0.03002833752
1757	0.02998048919
1758	0.02995027531
1759	0.02992590268
1760	0.02990537314
1761	0.029879851
1762	0.0298203088
1763	0.02977485884
1764	0.02972404162
1765	0.02969026566
1766	0.02966375578
1767	0.02963582107
1768	0.02959882645
1769	0.02957579919
1770	0.02955232915
1771	0.0295138132
1772	0.02947953769
1773	0.02944693679
1774	0.02941331693
1775	0.0293952255
1776	0.02936130762
1777	0.02932276045
1778	0.02930451859
1779	0.02928511302
1780	0.02926057009
1781	0.02923158237
1782	0.02921149277
1783	0.02917054721
1784	0.02916238989
1785	0.02913757733
1786	0.02912052756
1787	0.02910121282
1788	0.02906790801
1789	0.02902356784
1790	0.02899661234
1791	0.02898689679
1792	0.02896100567
1793	0.02893955935
1794	0.02891280538
1795	0.02887677579
1796	0.02883621625
1797	0.02881070262
1798	0.02879644576
1799	0.02876005286
1800	0.02872959205
1801	0.02870511441
1802	0.02867747772
1803	0.02864542462
1804	0.02862342199
1805	0.02859563203
1806	0.02857510816
1807	0.02852507432
1808	0.02849538553
1809	0.0284691084
1810	0.02844957511
1811	0.02841681526
1812	0.02840240796
1813	0.02837322439
1814	0.02834418274
1815	0.02832323029
1816	0.02828561408
1817	0.02824924673
1818	0.0282187547
1819	0.02818245831
1820	0.02815555107
1821	0.028135101
1822	0.02809219701
1823	0.02806656985
1824	0.02803871177
1825	0.02801794665
1826	0.0280006755
1827	0.02797668037
1828	0.02796182462
1829	0.02792935996
1830	0.02789742038
1831	0.02784830616
1832	0.02782477367
1833	0.02779520126
1834	0.02776403087
1835	0.02774633964
1836	0.02770832891
1837	0.02767050834
1838	0.02763980343
1839	0.02760430461
1840	0.02756520112
1841	0.02752282506
1842	0.02748552958
1843	0.02745165711
1844	0.02744344019
1845	0.02742585398
1846	0.02739684922
1847	0.02735490458
1848	0.02732022603
1849	0.0273000825
1850	0.02727364358
1851	0.02725183964
1852	0.02722547168
1853	0.02720053423
1854	0.02718004442
1855	0.02716217155
1856	0.02713091601
1857	0.02711536771
1858	0.02709490912
1859	0.0270666849
1860	0.02704060645
1861	0.0270155356
1862	0.02698353359
1863	0.02694970653
1864	0.02693109853
1865	0.02691312063
1866	0.02687917721
1867	0.02685750382
1868	0.02683647757
1869	0.02680668944
1870	0.02677829493
1871	0.02675026088
1872	0.02672926585
1873	0.02671197199
1874	0.02667598497
1875	0.02664486567
1876	0.02662083932
1877	0.02659763609
1878	0.02657101268
1879	0.02655231953
1880	0.02652582952
1881	0.02651026419
1882	0.02647451844
1883	0.02645104272
1884	0.02643769128
1885	0.02640508754
1886	0.02637744234
1887	0.02635293915
1888	0.02633978072
1889	0.02632231088
1890	0.02630567551
1891	0.02629072326
1892	0.02625974587
1893	0.02624288627
1894	0.02621495156
1895	0.02618826571
1896	0.02616865294
1897	0.02614540429
1898	0.02612189452
1899	0.02610128834
1900	0.02608384405
1901	0.02604310569
1902	0.02602744102
1903	0.02600604012
1904	0.02596441905
1905	0.02592848028
1906	0.02590547289
1907	0.02587333463
1908	0.0258409239
1909	0.02581211499
1910	0.02578748408
1911	0.02576194775
1912	0.02574123087
1913	0.02572489352
1914	0.02569620382
1915	0.02566898721
1916	0.02563893227
1917	0.02560842037
1918	0.02558128039
1919	0.02556384745
1920	0.02554652804
1921	0.02553801877
1922	0.02551793201
1923	0.02548175766
1924	0.02545996223
1925	0.02543168692
1926	0.0254058696
1927	0.02540204639
1928	0.02537950448
1929	0.02535155274
1930	0.02532990206
1931	0.02530253501
1932	0.0252822524
1933	0.02525719007
1934	0.02523492915
1935	0.02521364178
1936	0.025192028
1937	0.02516685213
1938	0.02514686187
1939	0.02512984049
1940	0.02511041505
1941	0.02509132737
1942	0.02506238506
1943	0.02503642014
1944	0.02502142248
1945	0.02499652193
1946	0.02498128301
1947	0.02495738438
1948	0.02493622473
1949	0.02491568668
1950	0.02489241248
1951	0.02488278491
1952	0.02486068294
1953	0.02483654306
1954	0.02482061727
1955	0.02479965346
1956	0.0247796263
1957	0.02475171997
1958	0.02473707426
1959	0.02471519652
1960	0.02468790043
1961	0.02466780231
1962	0.02464022523
1963	0.02461703051
1964	0.02457697051
1965	0.02455937295
1966	0.02453313271
1967	0.02451993454
1968	0.02450046085
1969	0.02448021798
1970	0.02445341008
1971	0.02443318708
1972	0.02441048054
1973	0.02439545166
1974	0.02438136226
1975	0.02435365177
1976	0.02431816714
1977	0.02429181337
1978	0.02427810147
1979	0.02425025758
1980	0.02422971385
1981	0.02421036221
1982	0.02418458746
1983	0.02416223004
1984	0.02413030465
1985	0.02411320096
1986	0.02408772707
1987	0.02407079651
1988	0.0240426688
1989	0.02402762288
1990	0.02400636673
1991	0.02398342178
1992	0.02396945726
1993	0.02392545484
1994	0.02390352317
1995	0.02388784999
1996	0.02386329004
1997	0.02384041037
1998	0.02381818635
1999	0.02379003735
