iter	Logloss
298	0.3655478387
299	0.3648306756
300	0.3643392381
301	0.3633935565
302	0.3627056621
303	0.3619564601
304	0.3610420681
305	0.3600395748
306	0.3590931211
307	0.3583930333
308	0.3575374058
309	0.3565474465
310	0.3556737446
311	0.3552044233
312	0.3538026356
313	0.3530051368
314	0.3521829333
315	0.351434367
316	0.3506718136
317	0.3496242251
318	0.3487863995
319	0.3482438496
320	0.3476090204
321	0.3469243277
322	0.3458080519
323	0.3449655033
324	0.3442645754
325	0.3434966859
326	0.3422167415
327	0.3412479673
328	0.3402262188
329	0.3391742025
330	0.3383754094
331	0.3373061816
332	0.3365948087
333	0.3358631588
334	0.3350114141
335	0.3343469756
336	0.3335966837
337	0.3328456879
338	0.3320228486
339	0.331227189
340	0.3306000346
341	0.3298880259
342	0.3288591476
343	0.3278834025
344	0.3268546604
345	0.3263002577
346	0.3253789856
347	0.3245523544
348	0.3238383475
349	0.3232397352
350	0.3223121734
351	0.3214542298
352	0.3207050051
353	0.3197572345
354	0.3188620068
355	0.3185417993
356	0.3177230926
357	0.3170154208
358	0.3161456244
359	0.3152162234
360	0.3144360724
361	0.3139056705
362	0.3128726596
363	0.3120352427
364	0.3109743482
365	0.3104080019
366	0.3099031902
367	0.3093834377
368	0.3086848032
369	0.3079995655
370	0.307291099
371	0.3065334729
372	0.305507501
373	0.304740111
374	0.3039320991
375	0.3033440908
376	0.3023591042
377	0.3014897392
378	0.3002836591
379	0.2995193345
380	0.2989978336
381	0.2985741979
382	0.2977006095
383	0.2969160988
384	0.2960579055
385	0.2953740983
386	0.2943757829
387	0.2938866388
388	0.292712416
389	0.2920491355
390	0.2914681208
391	0.2910229365
392	0.2904957363
393	0.2895870663
394	0.2888370014
395	0.2879520144
396	0.2873240425
397	0.2867282686
398	0.2861323811
399	0.2853249141
400	0.2845364979
401	0.283986137
402	0.2834910892
403	0.2829398655
404	0.2821003596
405	0.2814210256
406	0.2808559054
407	0.2802490961
408	0.279741151
409	0.2786665417
410	0.2780594145
411	0.2775840759
412	0.2770049231
413	0.2762176423
414	0.2758710725
415	0.2754133315
416	0.2749081112
417	0.2742395401
418	0.2735970361
419	0.2730248542
420	0.272354898
421	0.2716310365
422	0.2712203889
423	0.2706725711
424	0.2698396501
425	0.2693969636
426	0.2682427679
427	0.2677712213
428	0.2672156833
429	0.2663812183
430	0.2654736383
431	0.2645877202
432	0.2638245991
433	0.2631257375
434	0.2622974941
435	0.2616992678
436	0.261155628
437	0.2605477288
438	0.2599348341
439	0.2592625391
440	0.2588570686
441	0.2582042104
442	0.257804689
443	0.2569980848
444	0.256375449
445	0.2559503601
446	0.2549633526
447	0.2543069749
448	0.2538576807
449	0.2533009847
450	0.2526674271
451	0.2522297814
452	0.2513727461
453	0.2505392347
454	0.2500021571
455	0.2495675314
456	0.2489392871
457	0.2484596116
458	0.2479759398
459	0.2472061884
460	0.2465242204
461	0.2458716347
462	0.2454059692
463	0.2448994092
464	0.2440601985
465	0.2435465313
466	0.2430944443
467	0.2424823897
468	0.2420417922
469	0.2412423179
470	0.2407223838
471	0.2401259286
472	0.2394556318
473	0.2390554519
474	0.238484973
475	0.2377598172
476	0.2371717635
477	0.2366433598
478	0.2361421585
479	0.2356469745
480	0.2351733616
481	0.2346747262
482	0.2341066996
483	0.2336248216
484	0.2329843158
485	0.2324043001
486	0.2320297559
487	0.2315924735
488	0.2309416362
489	0.2303737005
490	0.2299387796
491	0.2294734546
492	0.2290017718
493	0.2286087218
494	0.2279244832
495	0.2274087724
496	0.2268804823
497	0.2262719699
498	0.2256953149
499	0.2252109391
500	0.2246017002
501	0.2240191868
502	0.2237094016
503	0.2233181908
504	0.2224376542
505	0.2219795727
506	0.2213966506
507	0.2209241277
508	0.2203916368
509	0.2197277887
510	0.2194076266
511	0.2189987955
512	0.2183246385
513	0.2177723476
514	0.2168173336
515	0.2161211286
516	0.215826693
517	0.2152405693
518	0.2148723602
519	0.2144054912
520	0.213936942
521	0.2136864889
522	0.2132443019
523	0.2127615157
524	0.2121835436
525	0.2115831148
526	0.2112180619
527	0.2107044402
528	0.210286095
529	0.2099469503
530	0.2095646858
531	0.2090315365
532	0.2086680276
533	0.2083379655
534	0.2078816096
535	0.2072411038
536	0.2066647212
537	0.2063243049
538	0.2059023267
539	0.2055629322
540	0.205222584
541	0.2048069636
542	0.2044095085
543	0.2038677761
544	0.2035777682
545	0.2031199137
546	0.2026683035
547	0.2022572472
548	0.2016732806
549	0.2013899939
550	0.2009383156
551	0.2004938353
552	0.1999411129
553	0.1994066011
554	0.1990261759
555	0.198600542
556	0.1982586724
557	0.197687694
558	0.1970363344
559	0.1965946016
560	0.1962129729
561	0.1958227612
562	0.1951713108
563	0.1947579838
564	0.1943754015
565	0.1938907532
566	0.1934389841
567	0.1929825147
568	0.1926292692
569	0.1922559057
570	0.1918832688
571	0.1913541612
572	0.1909983499
573	0.1904797327
574	0.1897755237
575	0.1893606754
576	0.1890594846
577	0.1886156059
578	0.1882415499
579	0.1879232497
580	0.1874704929
581	0.1871263754
582	0.1867154439
583	0.1861285596
584	0.1857932863
585	0.1854397342
586	0.1851332982
587	0.1845592998
588	0.1842482204
589	0.1837984267
590	0.1834046273
591	0.1830202284
592	0.1828352383
593	0.1824052447
594	0.18203422
595	0.1817213581
596	0.1813750948
597	0.1808261871
598	0.180431559
599	0.1801571846
600	0.1797251247
601	0.1795497962
602	0.1791903178
603	0.1788836888
604	0.1786264465
605	0.1780894597
606	0.177713292
607	0.1773844901
608	0.1770564261
609	0.1766297817
610	0.1763047491
611	0.1759958608
612	0.1757194428
613	0.175275848
614	0.1749851363
615	0.1745392481
616	0.1741728329
617	0.173727308
618	0.1734145709
619	0.1731021518
620	0.172561532
621	0.1719876471
622	0.1715260801
623	0.1712919871
624	0.1710710866
625	0.1706034683
626	0.1700957049
627	0.1698241007
628	0.1695073673
629	0.1690291904
630	0.1687690303
631	0.1684427943
632	0.1679603259
633	0.1674936045
634	0.167186896
635	0.1667192777
636	0.1663157599
637	0.1659164202
638	0.1656650929
639	0.165453241
640	0.1650189445
641	0.164789654
642	0.1644794941
643	0.1640397367
644	0.1636446771
645	0.1632258097
646	0.162957691
647	0.1628427505
648	0.1623961244
649	0.1621141547
650	0.1619121574
651	0.1616279738
652	0.1612098558
653	0.1608299414
654	0.1605081331
655	0.1602051145
656	0.159962427
657	0.1595648357
658	0.1591234661
659	0.1589781103
660	0.1586123421
661	0.1582190082
662	0.1578325544
663	0.1575056485
664	0.1571244285
665	0.1567490669
666	0.1564302444
667	0.1560137158
668	0.1556229818
669	0.1554183506
670	0.155137607
671	0.1547471228
672	0.1543846017
673	0.1540789831
674	0.1537175406
675	0.1534702891
676	0.1531562578
677	0.1528523536
678	0.1525386402
679	0.1521984963
680	0.1519589424
681	0.1516652561
682	0.1513106482
683	0.1509302684
684	0.1507864907
685	0.1504786582
686	0.150129568
687	0.1498997779
688	0.1496232918
689	0.1491642452
690	0.1487753505
691	0.1485473315
692	0.1480671338
693	0.1477615266
694	0.1475521269
695	0.1472012883
696	0.147002697
697	0.1467315924
698	0.1463497026
699	0.1460708209
700	0.1459193116
701	0.1456589585
702	0.1454100382
703	0.1451382978
704	0.1449651718
705	0.1446638448
706	0.1443854287
707	0.1440064339
708	0.1436842964
709	0.1433777128
710	0.1430657705
711	0.1427218233
712	0.1424915336
713	0.1422341438
714	0.142052219
715	0.1419036502
716	0.1416501545
717	0.141331684
718	0.1409298011
719	0.140518688
720	0.1402029537
721	0.1400430997
722	0.1397787049
723	0.1394054436
724	0.1392030035
725	0.1389278344
726	0.1387199674
727	0.1384573437
728	0.1380703109
729	0.1377461865
730	0.1374643644
731	0.1372139567
732	0.1369033314
733	0.136547293
734	0.1362206822
735	0.1359596025
736	0.1356720584
737	0.1354548477
738	0.1350548835
739	0.1347828252
740	0.1346123786
741	0.1343812943
742	0.1341887429
743	0.1337428206
744	0.1334737483
745	0.1332466829
746	0.1329763957
747	0.1327834583
748	0.1325897035
749	0.1322271483
750	0.1319991861
751	0.1317600296
752	0.1316108249
753	0.1313897542
754	0.1310540381
755	0.1308092617
756	0.1306018602
757	0.1303488981
758	0.1299976167
759	0.129596381
760	0.1292972111
761	0.1290806135
762	0.1286785262
763	0.1283779371
764	0.1281516211
765	0.12779556
766	0.1276737962
767	0.1275053819
768	0.1272465729
769	0.1270374003
770	0.1267929985
771	0.1264464174
772	0.1262163662
773	0.1260116327
774	0.1257272902
775	0.125460023
776	0.1252655756
777	0.1249174958
778	0.1246555079
779	0.1243486631
780	0.1241722561
781	0.123933565
782	0.1235379378
783	0.1233256658
784	0.1230875651
785	0.1228285971
786	0.1225637935
787	0.1224078678
788	0.122119018
789	0.1218720164
790	0.1216177032
791	0.1213825657
792	0.1211164565
793	0.1208577043
794	0.1206157207
795	0.1203445821
796	0.1200755324
797	0.1198561305
798	0.1196203686
799	0.1193633988
800	0.1191507067
801	0.1189047496
802	0.1187301477
803	0.1185125283
804	0.118147237
805	0.1178884279
806	0.1175500665
807	0.1173572086
808	0.1171080385
809	0.116927567
810	0.1168010462
811	0.1166909536
812	0.1165064176
813	0.1163402739
814	0.1161705993
815	0.1159596897
816	0.1155880292
817	0.1155147666
818	0.1153066272
819	0.1150615669
820	0.1149862834
821	0.1147383054
822	0.1145325048
823	0.114285049
824	0.1139517285
825	0.1137114706
826	0.1135836669
827	0.1133334523
828	0.1130900497
829	0.1128878139
830	0.1126606124
831	0.1124616805
832	0.1121854782
833	0.1120431764
834	0.1118564833
835	0.1114950861
836	0.111421358
837	0.1112784658
838	0.1112165905
839	0.1110870157
840	0.1109130723
841	0.110681443
842	0.1104418891
843	0.1101473059
844	0.1098379748
845	0.1096584683
846	0.1094597408
847	0.1093900885
848	0.1092523847
849	0.1091198694
850	0.1088965734
851	0.1087332907
852	0.1085423969
853	0.1083280245
854	0.1081447828
855	0.1078461238
856	0.1075764611
857	0.1073121457
858	0.1071036316
859	0.1069536323
860	0.1067970594
861	0.1065882728
862	0.1063708351
863	0.1062118439
864	0.105949697
865	0.1058284896
866	0.1056046145
867	0.1053707032
868	0.1051579771
869	0.1049052534
870	0.1047102724
871	0.1045199008
872	0.1043275197
873	0.1041584923
874	0.1038593905
875	0.1036546344
876	0.1034725507
877	0.1031964166
878	0.1029540925
879	0.1028841564
880	0.1025772776
881	0.10242335
882	0.1022691954
883	0.1021502472
884	0.1019476595
885	0.1018024626
886	0.1016396681
887	0.1015246823
888	0.1013620922
889	0.1011622974
890	0.100982632
891	0.1008871169
892	0.1007005601
893	0.1004502206
894	0.1002439317
895	0.100019682
896	0.09983101345
897	0.09964384351
898	0.0994821276
899	0.09929020064
900	0.09910104388
901	0.09898068791
902	0.09879709425
903	0.09869649297
904	0.0985048612
905	0.09820159276
906	0.09803610756
907	0.0978822254
908	0.09781717119
909	0.09759511266
910	0.09732274782
911	0.09708020801
912	0.0969061965
913	0.0968323208
914	0.09662778037
915	0.0964509419
916	0.09632187798
917	0.09614086151
918	0.09592696599
919	0.09567642212
920	0.09553795769
921	0.09539172763
922	0.0952334404
923	0.09505271344
924	0.09488114857
925	0.09467466105
926	0.09454316185
927	0.09440200669
928	0.09437445232
929	0.09415235974
930	0.09399440743
931	0.0938250905
932	0.09361754145
933	0.09343261378
934	0.09326395534
935	0.09313847905
936	0.09301649389
937	0.09283958163
938	0.09264766602
939	0.09245444479
940	0.0923195907
941	0.09219690732
942	0.09193539619
943	0.09177377678
944	0.09163804849
945	0.09144792103
946	0.09130250272
947	0.09114502157
948	0.09097921281
949	0.09078857445
950	0.09056542033
951	0.09031936668
952	0.09017715
953	0.09003751051
954	0.08983692669
955	0.08970806712
956	0.0895532994
957	0.08941498257
958	0.0892418623
959	0.08916725431
960	0.0890477101
961	0.08899419648
962	0.08878395671
963	0.0886294785
964	0.08849909192
965	0.08834179242
966	0.08816675345
967	0.08797453131
968	0.08776466619
969	0.08755082176
970	0.08737562952
971	0.08714902401
972	0.08710243588
973	0.08699404626
974	0.08673603194
975	0.08654727822
976	0.0864303112
977	0.08627208074
978	0.08606235754
979	0.0859513226
980	0.08577540375
981	0.08567116374
982	0.08549716359
983	0.0853393532
984	0.08523900168
985	0.08505556697
986	0.08485355831
987	0.08472310929
988	0.08452366647
989	0.08436073576
990	0.08414905412
991	0.08402660915
992	0.08394772666
993	0.0838124525
994	0.0836715017
995	0.08362243857
996	0.08346562158
997	0.08334241595
998	0.08323769342
999	0.08311067876
1000	0.08303400448
1001	0.08286685603
1002	0.08274423508
1003	0.08255093438
1004	0.08242121765
1005	0.08228151004
1006	0.08219538416
1007	0.08204139982
1008	0.08188614391
1009	0.0817030725
1010	0.08158772332
1011	0.08144513198
1012	0.08130352838
1013	0.08113288312
1014	0.0810013158
1015	0.08080816269
1016	0.08060565449
1017	0.08051171757
1018	0.08049252487
1019	0.08037681239
1020	0.08028320471
1021	0.08014026142
1022	0.08004247007
1023	0.07986615953
1024	0.07978390512
1025	0.07966445174
1026	0.07952872912
1027	0.07935307707
1028	0.07916033268
1029	0.07901713394
1030	0.07888555527
1031	0.07880938621
1032	0.07869075593
1033	0.07848854292
1034	0.07840593656
1035	0.07827276275
1036	0.07809698014
1037	0.07791218303
1038	0.07778232438
1039	0.07763758727
1040	0.07749678975
1041	0.07741744178
1042	0.07730137167
1043	0.07715974535
1044	0.07701973688
1045	0.07691623483
1046	0.07680324146
1047	0.07665391195
1048	0.07656722977
1049	0.07645336219
1050	0.07631992158
1051	0.0761829047
1052	0.07607455481
1053	0.07592223939
1054	0.07581071059
1055	0.07558579104
1056	0.07543496859
1057	0.07528376579
1058	0.07515842006
1059	0.07504893485
1060	0.07490053631
1061	0.07481417769
1062	0.0746726933
1063	0.07459160827
1064	0.07449263618
1065	0.07437265487
1066	0.07421015558
1067	0.07406403905
1068	0.07396789959
1069	0.07382358256
1070	0.07373338654
1071	0.07358820098
1072	0.0733883608
1073	0.07326032434
1074	0.07316260678
1075	0.07303949765
1076	0.07292916094
1077	0.07276672409
1078	0.07263888632
1079	0.07255010378
1080	0.07241870676
1081	0.07234136264
1082	0.07221614747
1083	0.07205376171
1084	0.07191732952
1085	0.07182325636
1086	0.07168884504
1087	0.07158328238
1088	0.0714912301
1089	0.07135624545
1090	0.0712605658
1091	0.07111453442
1092	0.07097219286
1093	0.07087836947
1094	0.07078359241
1095	0.07071602912
1096	0.07052363668
1097	0.07039361908
1098	0.07027090163
1099	0.07008029166
1100	0.06991484052
1101	0.06982118175
1102	0.06966086796
1103	0.0695497422
1104	0.06933470567
1105	0.06927686078
1106	0.06915561358
1107	0.06907029379
1108	0.0689641067
1109	0.06882710684
1110	0.06871120703
1111	0.06859161173
1112	0.06845441886
1113	0.06836557388
1114	0.06831098738
1115	0.06815964835
1116	0.06804055259
1117	0.06789859136
1118	0.06775636332
1119	0.06760355404
1120	0.06751676968
1121	0.06743100144
1122	0.06739478452
1123	0.06730348723
1124	0.06722487154
1125	0.06709542729
1126	0.06692821071
1127	0.06683677719
1128	0.06670195716
1129	0.06654210885
1130	0.06645220234
1131	0.06634908631
1132	0.06626319885
1133	0.06617266224
1134	0.06609015238
1135	0.06594628947
1136	0.0658133257
1137	0.06571633475
1138	0.06565118971
1139	0.06558177017
1140	0.06551157293
1141	0.06531279428
1142	0.06528969606
1143	0.0651858818
1144	0.06512169611
1145	0.06500602336
1146	0.06491832506
1147	0.06477894102
1148	0.06468174571
1149	0.06460911887
1150	0.0645306678
1151	0.06442961806
1152	0.06433578332
1153	0.06424537727
1154	0.06412277903
1155	0.06403161231
1156	0.06394544102
1157	0.06389351118
1158	0.06374496505
1159	0.06363944213
1160	0.06356830824
1161	0.0635192224
1162	0.06345857893
1163	0.06333572524
1164	0.06324987184
1165	0.06319294657
1166	0.06306643713
1167	0.06299916903
1168	0.06291487103
1169	0.06285232022
1170	0.06278886114
1171	0.06262516975
1172	0.06258563768
1173	0.06249363082
1174	0.06244333585
1175	0.06236009371
1176	0.06226508958
1177	0.06213896615
1178	0.06203628722
1179	0.0619400172
1180	0.06191136723
1181	0.06183474972
1182	0.06172990799
1183	0.06166062469
1184	0.06158191249
1185	0.0614885035
1186	0.06142574833
1187	0.06131867568
1188	0.06123954909
1189	0.06114348911
1190	0.06107553982
1191	0.06100354876
1192	0.06091395446
1193	0.06079341116
1194	0.06073141098
1195	0.0606200695
1196	0.06054940678
1197	0.0604537101
1198	0.06031382652
1199	0.06023797535
1200	0.06010939961
1201	0.06000852017
1202	0.05989210946
1203	0.0598298368
1204	0.05973570687
1205	0.05961520899
1206	0.05949950218
1207	0.05943885304
1208	0.05936434723
1209	0.05927754584
1210	0.05918209326
1211	0.05907206308
1212	0.05898709524
1213	0.05889755204
1214	0.05882358551
1215	0.05870785032
1216	0.05859078112
1217	0.05849986985
1218	0.05840606349
1219	0.05831273964
1220	0.05822414444
1221	0.05815602484
1222	0.05806868985
1223	0.05800582114
1224	0.05789680708
1225	0.05778616951
1226	0.05777193251
1227	0.0576588994
1228	0.05754439036
1229	0.05744969277
1230	0.05737664586
1231	0.05733510994
1232	0.05725969019
1233	0.05717332023
1234	0.05710689794
1235	0.05701284182
1236	0.05693133672
1237	0.05688112123
1238	0.05678290413
1239	0.05670556568
1240	0.05658513024
1241	0.05650724683
1242	0.0563856193
1243	0.05632171177
1244	0.05621807916
1245	0.05613950888
1246	0.05601705824
1247	0.05593015466
1248	0.05582511993
1249	0.05572592077
1250	0.05561930793
1251	0.05557300931
1252	0.0554808435
1253	0.05537757419
1254	0.05529444558
1255	0.05520308585
1256	0.05515656017
1257	0.05512318157
1258	0.05508199192
1259	0.05502818312
1260	0.05495285988
1261	0.05489997069
1262	0.05479898907
1263	0.05473638716
1264	0.05463417371
1265	0.05456110409
1266	0.05448670614
1267	0.05441323916
1268	0.05433892068
1269	0.05428242683
1270	0.05424468858
1271	0.05416960943
1272	0.0540976127
1273	0.05401417187
1274	0.05394918578
1275	0.05387781915
1276	0.05377118928
1277	0.05368791875
1278	0.0535868236
1279	0.05350965545
1280	0.05343947524
1281	0.0533358994
1282	0.05328635942
1283	0.05321293218
1284	0.05317441622
1285	0.05313626925
1286	0.05307207789
1287	0.0530279818
1288	0.05297102247
1289	0.0529182979
1290	0.05283967654
1291	0.05275599729
1292	0.05267075698
1293	0.05262834685
1294	0.05255131494
1295	0.05246709074
1296	0.05240089553
1297	0.05233532474
1298	0.05224769456
1299	0.05221719401
1300	0.05214470909
1301	0.05204423836
1302	0.05199137756
1303	0.05193831807
1304	0.05182102748
1305	0.05173850627
1306	0.05163867133
1307	0.05158816633
1308	0.05151854243
1309	0.05143376759
1310	0.05137180714
1311	0.05126906577
1312	0.05120615732
1313	0.05117660477
1314	0.05107055959
1315	0.05101262955
1316	0.05097167265
1317	0.05090023222
1318	0.05087467602
1319	0.05080257143
1320	0.05075752167
1321	0.05072418281
1322	0.05067438739
1323	0.05060098852
1324	0.05052669843
1325	0.05044303622
1326	0.05037419569
1327	0.05029995101
1328	0.05022939046
1329	0.05019184521
1330	0.05009212948
1331	0.0500323886
1332	0.04995864914
1333	0.04987735975
1334	0.04981546175
1335	0.04975816182
1336	0.04969885236
1337	0.04963650022
1338	0.04955518813
1339	0.04951352165
1340	0.04940212341
1341	0.04938484941
1342	0.04933680807
1343	0.04926200708
1344	0.04917046002
1345	0.04910288538
1346	0.04900140989
1347	0.04888083821
1348	0.04879957154
1349	0.04870464121
1350	0.04865938141
1351	0.04864274888
1352	0.04860574859
1353	0.04854679108
1354	0.04848038015
1355	0.04838682356
1356	0.04833711897
1357	0.04828379268
1358	0.04821323213
1359	0.04817396119
1360	0.04808027971
1361	0.04802525043
1362	0.0479395276
1363	0.04789028849
1364	0.0478259098
1365	0.04777409917
1366	0.04772738048
1367	0.04768048014
1368	0.04758749689
1369	0.04752738135
1370	0.04745995998
1371	0.04743135543
1372	0.04738953568
1373	0.04729998679
1374	0.04720151992
1375	0.04714400712
1376	0.04709033455
1377	0.04701997269
1378	0.04696304741
1379	0.04688580547
1380	0.04681629794
1381	0.04673407475
1382	0.04665973073
1383	0.04659650723
1384	0.04654070309
1385	0.04649163428
1386	0.04645937965
1387	0.04638782002
1388	0.04635580097
1389	0.0462397564
1390	0.04620219412
1391	0.04614996342
1392	0.04609188579
1393	0.04607058423
1394	0.04604636204
1395	0.04601853802
1396	0.0459532908
1397	0.04586533705
1398	0.04581568071
1399	0.04577584494
1400	0.04569708733
1401	0.04565146424
1402	0.04560092801
1403	0.04553409985
1404	0.04548464219
1405	0.04545109329
1406	0.04539221809
1407	0.0453028764
1408	0.04526365939
1409	0.0452184223
1410	0.04516717366
1411	0.04511331377
1412	0.04503932737
1413	0.04497042156
1414	0.04495087976
1415	0.04492688179
1416	0.04489844186
1417	0.04485920497
1418	0.04480646622
1419	0.04473190081
1420	0.04461945239
1421	0.04455924034
1422	0.04447226297
1423	0.04437843391
1424	0.04431938274
1425	0.0442450898
1426	0.04420173736
1427	0.04413453454
1428	0.04409192857
1429	0.04404478981
1430	0.04399882044
1431	0.04395107996
1432	0.04387206123
1433	0.04380371173
1434	0.04375776223
1435	0.04371610426
1436	0.04367301861
1437	0.04362214747
1438	0.04358683314
1439	0.04350286438
1440	0.04347449257
1441	0.04341055098
1442	0.04333734512
1443	0.04328542664
1444	0.04319757791
1445	0.04310006471
1446	0.04303512403
1447	0.04299368745
1448	0.04295410429
1449	0.04290978114
1450	0.04285302616
1451	0.04280316262
1452	0.04276330698
1453	0.04271468946
1454	0.04268287477
1455	0.04262641498
1456	0.04255291678
1457	0.04246058634
1458	0.04241643917
1459	0.04233870052
1460	0.04228031919
1461	0.04223221824
1462	0.04220070442
1463	0.04216144198
1464	0.04212224767
1465	0.04206723259
1466	0.04202478556
1467	0.04198823089
1468	0.0419347343
1469	0.04190329711
1470	0.04186611516
1471	0.04182245618
1472	0.04178011417
1473	0.041745078
1474	0.04168978759
1475	0.0416543654
1476	0.0415830896
1477	0.04152302799
1478	0.04145178341
1479	0.04140232291
1480	0.04132631847
1481	0.04129823049
1482	0.04125146639
1483	0.04118896098
1484	0.04116296484
1485	0.04112675928
1486	0.04110211702
1487	0.04106068043
1488	0.04097979693
1489	0.04092055275
1490	0.04085863772
1491	0.04079973698
1492	0.04068879854
1493	0.04062623637
1494	0.04060523567
1495	0.04056212448
1496	0.04051406327
1497	0.04044728904
1498	0.04041261049
1499	0.04036860239
1500	0.04034947781
1501	0.04029801062
1502	0.04023968038
1503	0.04019842829
1504	0.04014249643
1505	0.04007874216
